Episode,Average Waiting Time
1,17.83674733333391
2,15.111358516990155
3,16.609625179848333
4,15.732861553107485
5,16.2228714130341
6,22.81410595953232
7,16.621243617094226
8,18.619156651352494
9,18.76388268894904
10,20.81339001343191
