step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.033275095373634,0,0.0,0.9619569673651576,0,0.0
10.0,0,0.0,0.0,12.23132711749343,0,0.0,0.9083610879005035,0,0.0
15.0,5,10.0,0.5555555555555556,7.154574171276802,5,10.0,0.4055152843498124,5,10.0
20.0,8,48.0,2.6666666666666665,7.257633456957048,8,48.0,0.3988019883083327,8,48.0
25.0,8,88.0,4.190476190476191,6.582603042412702,8,88.0,0.3421224242774941,8,88.0
30.0,10,136.0,6.8,6.561691744063433,10,136.0,0.3635995948395244,10,136.0
35.0,10,186.0,8.08695652173913,5.977512483160184,10,186.0,0.2671512843026661,10,186.0
40.0,7,157.0,6.038461538461538,7.538643502190672,7,160.0,0.5044182982376801,7,160.0
45.0,5,75.0,2.6785714285714284,7.476642072324111,5,136.0,0.47575072519416683,5,136.0
50.0,9,114.0,4.071428571428571,7.615488058861678,9,117.0,0.3979752389456163,9,117.0
55.0,12,169.0,5.827586206896552,6.069789275485863,12,172.0,0.2590640420063509,12,172.0
60.0,15,242.0,9.307692307692308,4.2537494435108965,15,245.0,0.1772619146818394,15,245.0
65.0,19,329.0,11.75,2.8248556645282266,19,332.0,0.18874246106077805,19,332.0
70.0,21,433.0,16.037037037037038,2.1583148955066838,21,436.0,0.16192235243844735,21,436.0
75.0,26,546.0,14.0,3.857315377364903,26,549.0,0.2753335888098771,26,549.0
80.0,25,551.0,14.128205128205128,3.5373299022203506,25,554.0,0.25572156203681384,25,554.0
85.0,28,683.0,15.177777777777777,3.053210119349456,28,686.0,0.15580643994285448,28,686.0
90.0,27,519.0,11.533333333333333,2.78361341964145,27,665.0,0.09790331333955528,27,665.0
95.0,21,412.0,8.583333333333334,4.38424750598518,21,643.0,0.15296793983747148,21,643.0
100.0,17,443.0,9.425531914893616,5.650065219719847,17,604.0,0.19975226092472587,17,604.0
105.0,16,522.0,11.347826086956522,6.7607627255779175,16,591.0,0.3162694461252964,16,591.0
110.0,18,609.0,13.533333333333333,7.58098953130846,18,621.0,0.390862081835391,18,621.0
115.0,18,699.0,16.642857142857142,7.312148965070868,18,702.0,0.35454851138662663,18,702.0
120.0,20,794.0,19.85,5.581340574393136,20,797.0,0.1615249980820391,20,797.0
125.0,16,357.0,9.64864864864865,5.088352193486228,16,582.0,0.2516450214405982,16,582.0
130.0,10,120.0,3.4285714285714284,4.6107431112440365,10,491.0,0.21393671872175143,10,491.0
135.0,11,47.0,1.236842105263158,5.884564840145452,11,452.0,0.29406894900604946,11,452.0
140.0,20,123.0,3.4166666666666665,5.121985273536406,20,494.0,0.17965599724444067,20,494.0
145.0,23,230.0,6.052631578947368,4.558952492783387,23,601.0,0.23869371088754035,23,601.0
150.0,27,357.0,9.153846153846153,3.8494763370662466,27,728.0,0.27284501319075954,27,728.0
155.0,29,494.0,12.666666666666666,1.9941469674373242,29,865.0,0.13996774787180338,29,865.0
160.0,35,656.0,14.577777777777778,3.0617721671168163,35,1027.0,0.1329727708262478,35,1027.0
165.0,35,817.0,18.155555555555555,1.3859007960596856,35,1188.0,0.006666263851364614,35,1188.0
170.0,39,1008.0,21.4468085106383,2.0923026457421843,39,1379.0,0.11745111200239186,39,1379.0
175.0,35,944.0,20.085106382978722,1.164102753645121,35,1478.0,0.026000184589389106,35,1478.0
180.0,29,831.0,16.959183673469386,2.8157435999107707,29,1476.0,0.11215522199517322,29,1476.0
185.0,24,862.0,15.672727272727272,5.1361265762719395,24,1412.0,0.2020391101693165,24,1412.0
190.0,23,965.0,17.87037037037037,5.787462293394055,23,1422.0,0.2661670638327703,23,1422.0
195.0,24,1082.0,21.215686274509803,5.673261476367876,24,1479.0,0.24621627598814216,24,1479.0
200.0,29,1218.0,24.857142857142858,5.339852360140034,29,1589.0,0.20201452231908965,29,1589.0
205.0,29,1363.0,30.288888888888888,4.669263625308238,29,1734.0,0.16429973325009892,29,1734.0
210.0,23,1039.0,23.08888888888889,4.1185529277488335,23,1599.0,0.16327433487316578,23,1599.0
215.0,18,419.0,10.475,4.0588478217392225,18,1351.0,0.1536010383302203,18,1351.0
220.0,12,75.0,1.5,5.227231586814138,12,1328.0,0.2968351344542895,12,1328.0
225.0,18,116.0,2.4680851063829787,4.944950896252499,18,1407.0,0.2650065239492547,18,1407.0
230.0,28,234.0,4.775510204081633,3.163002474910763,28,1526.0,0.1457818407736524,28,1526.0
235.0,37,406.0,8.638297872340425,1.9859144545352665,37,1698.0,0.07479156829370757,37,1698.0
240.0,40,603.0,12.06,1.6044475145677035,40,1895.0,0.06901286097913405,40,1895.0
245.0,43,817.0,16.34,1.0912441910300632,43,2109.0,0.0656015114458189,43,2109.0
250.0,48,1045.0,19.71698113207547,0.9115280065798488,48,2337.0,0.06670659371853487,48,2337.0
255.0,48,1243.0,21.06779661016949,1.6462185691567117,48,2535.0,0.09810908924250686,48,2535.0
260.0,49,1310.0,20.793650793650794,2.1138648285052613,49,2688.0,0.12914917040589408,49,2688.0
265.0,40,1198.0,18.71875,2.3000919912841606,40,2735.0,0.08273717869570198,40,2735.0
270.0,39,1263.0,18.850746268656717,3.5804513770324427,39,2797.0,0.1427881587228228,39,2797.0
275.0,36,1414.0,22.09375,3.8805309858270833,36,2829.0,0.11836911494439395,36,2829.0
280.0,36,1594.0,25.3015873015873,4.509920751667703,36,2918.0,0.1855939333122799,36,2918.0
285.0,38,1783.0,29.716666666666665,4.552959145482162,38,3079.0,0.14586680979926217,38,3079.0
290.0,38,1973.0,30.828125,4.872497962979063,38,3265.0,0.2193282049280438,38,3265.0
295.0,36,1857.0,30.95,4.0602252240882795,36,3087.0,0.1920118989544216,36,3087.0
300.0,28,1273.0,22.333333333333332,3.851658696956957,28,2735.0,0.1911377616602107,28,2735.0
305.0,23,676.0,11.859649122807017,3.081438370251887,23,2725.0,0.12646281277662305,23,2725.0
310.0,22,219.0,3.8421052631578947,3.842628135353338,22,2833.0,0.13756474676277203,22,2833.0
315.0,27,227.0,4.053571428571429,3.033866025871401,27,2953.0,0.11468107493503606,27,2953.0
320.0,37,387.0,7.166666666666667,1.3636831995170768,37,3113.0,0.06281467976315809,37,3113.0
325.0,45,597.0,10.293103448275861,1.5100071521837175,45,3323.0,0.10221915326166674,45,3323.0
330.0,53,846.0,13.868852459016393,0.9644047459777018,53,3574.0,0.06423563591351394,53,3574.0
335.0,57,1128.0,17.353846153846153,1.5723340857546373,57,3856.0,0.08169789822168791,57,3856.0
340.0,59,1341.0,20.318181818181817,0.6820828135461318,59,4069.0,0.002112143382718697,59,4069.0
345.0,60,1551.0,22.47826086956522,1.2218778240267165,60,4279.0,0.046948197278418334,60,4279.0
350.0,52,1460.0,21.470588235294116,1.3075450796200754,52,4469.0,0.030544303342782145,52,4469.0
355.0,46,1532.0,21.885714285714286,2.5452415978882095,46,4493.0,0.07022882978535633,46,4493.0
360.0,40,1679.0,24.691176470588236,3.453413297825306,40,4583.0,0.0993166080189893,40,4583.0
365.0,40,1879.0,25.73972602739726,5.029597988892188,40,4667.0,0.2352222071321242,40,4667.0
370.0,40,2079.0,31.5,4.902010704051094,40,4808.0,0.23083169517974367,40,4808.0
375.0,43,2284.0,34.60606060606061,3.7627705465121917,43,5012.0,0.13307953584334656,43,5012.0
380.0,44,2355.0,38.60655737704918,3.1266448047697,44,4773.0,0.07553070269687424,44,4773.0
385.0,34,1802.0,30.033333333333335,3.318171119385574,34,4309.0,0.10974443449050283,34,4309.0
390.0,25,1088.0,19.428571428571427,3.3276445725324337,25,4362.0,0.13428403509088022,25,4362.0
395.0,23,577.0,10.303571428571429,3.346831054351878,23,4427.0,0.12992972832531607,23,4427.0
400.0,25,228.0,4.0,3.5133469936972532,25,4550.0,0.176690420795777,25,4550.0
405.0,34,374.0,6.338983050847458,2.4831501113435803,34,4696.0,0.14810603144181095,34,4696.0
410.0,42,571.0,9.677966101694915,1.6268483444746231,42,4894.0,0.04863782066181054,42,4894.0
415.0,51,808.0,12.625,1.531291625259239,51,5132.0,0.051289212527451035,51,5132.0
420.0,56,1086.0,17.80327868852459,0.7074489289312946,56,5410.0,0.03476951978502082,56,5410.0
425.0,58,1275.0,19.921875,0.9557392869692619,58,5599.0,0.05745599216867025,58,5599.0
430.0,58,1565.0,24.453125,0.4956475100279576,58,5889.0,0.005021599137481867,58,5889.0
435.0,52,1454.0,19.64864864864865,2.6399007261176943,52,5987.0,0.1458459356438856,52,5987.0
440.0,42,1467.0,20.375,2.9837041813118743,42,6069.0,0.13625761383238263,42,6069.0
445.0,38,1621.0,21.613333333333333,3.969762047837383,38,6101.0,0.16327881893715696,38,6101.0
450.0,43,1832.0,26.17142857142857,3.8698556804202666,43,6215.0,0.13039635531894808,43,6215.0
455.0,44,2051.0,28.887323943661972,4.802578197661559,44,6381.0,0.19358533884678827,44,6381.0
460.0,44,2271.0,36.04761904761905,3.9361052060266477,44,6595.0,0.11163655046967291,44,6595.0
465.0,44,2491.0,40.83606557377049,3.4578297495971584,44,6815.0,0.10907277872208423,44,6815.0
470.0,37,1930.0,32.166666666666664,3.425904995548048,37,5892.0,0.15483896555217125,37,5892.0
475.0,27,1394.0,24.03448275862069,3.686146607725272,27,5717.0,0.17171553525411745,27,5717.0
480.0,27,886.0,15.543859649122806,3.960990090756019,27,5798.0,0.17358031521614653,27,5798.0
485.0,25,383.0,6.839285714285714,3.087334473569457,25,5926.0,0.10052086466540903,25,5926.0
490.0,33,385.0,7.0,2.2391902243169612,33,6067.0,0.09856969811275289,33,6067.0
495.0,41,571.0,10.017543859649123,1.075204205929604,41,6255.0,0.053800956500050186,41,6255.0
500.0,52,809.0,13.711864406779661,0.8300033857981657,52,6495.0,0.06397151362595362,52,6495.0
505.0,56,1079.0,17.126984126984127,0.9400624372442395,56,6766.0,0.0654121184445174,56,6766.0
