step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.732112063010838,0,0.0,0.9634297689064625,0,0.0
10.0,0,0.0,0.0,11.958572668029733,0,0.0,0.8452445396125913,0,0.0
15.0,5,7.0,0.3888888888888889,7.176292416235828,5,7.0,0.3952457986359004,5,7.0
20.0,8,46.0,2.7058823529411766,6.645376845920102,8,46.0,0.3878921717757859,8,46.0
25.0,8,86.0,4.095238095238095,6.431629724477513,8,86.0,0.3891999978048971,8,86.0
30.0,10,134.0,6.7,6.346757157639304,10,134.0,0.3345475731460905,10,134.0
35.0,10,184.0,8.0,5.368945134303126,10,184.0,0.28084576712910075,10,184.0
40.0,9,164.0,6.074074074074074,7.131926245413182,9,165.0,0.4685298578692291,9,165.0
45.0,7,92.0,3.1724137931034484,7.106887397870453,7,149.0,0.43156671930018636,7,149.0
50.0,11,137.0,4.566666666666666,6.881030491933087,11,137.0,0.3428968850785481,11,137.0
55.0,12,194.0,6.689655172413793,6.314082029829189,12,194.0,0.2706343010360588,12,194.0
60.0,15,267.0,10.26923076923077,4.582628560663229,15,267.0,0.2003154578386647,15,267.0
65.0,20,352.0,13.037037037037036,2.892468780449195,20,352.0,0.20659369204122513,20,352.0
70.0,21,457.0,16.925925925925927,1.2741124509596435,21,457.0,0.09890631866056313,21,457.0
75.0,26,575.0,14.743589743589743,3.9542781289010898,26,575.0,0.28796783707453644,26,575.0
80.0,25,576.0,14.76923076923077,3.5877523281893864,25,576.0,0.2535984938774072,25,576.0
85.0,31,712.0,15.822222222222223,3.211188915498731,31,712.0,0.16293384701328092,31,712.0
90.0,27,502.0,11.155555555555555,2.5496134969327775,27,716.0,0.08096362283256209,27,716.0
95.0,23,368.0,7.829787234042553,4.283273617137499,23,628.0,0.159040095905723,23,628.0
100.0,17,336.0,7.304347826086956,5.109178334639117,17,592.0,0.1936908063044219,17,592.0
105.0,14,394.0,8.565217391304348,6.715134576241095,14,514.0,0.29674087387169823,14,514.0
110.0,16,469.0,9.97872340425532,7.591067342122619,16,502.0,0.3743846794753583,16,502.0
115.0,16,549.0,13.071428571428571,7.987649720820178,16,556.0,0.43161996091713145,16,556.0
120.0,18,635.0,16.28205128205128,6.389068889872706,18,635.0,0.2452773089365216,18,635.0
125.0,14,275.0,7.051282051282051,6.038607466971884,14,451.0,0.2672331924641742,14,451.0
130.0,11,125.0,3.676470588235294,5.307576884372737,11,321.0,0.23796639990729634,11,321.0
135.0,11,48.0,1.2972972972972974,5.865136038916612,11,261.0,0.244189023063479,11,261.0
140.0,19,127.0,3.735294117647059,5.292306422490544,19,323.0,0.20851992855888352,19,323.0
145.0,21,225.0,5.921052631578948,4.561072241401138,21,421.0,0.22265289137364072,21,421.0
150.0,25,344.0,9.052631578947368,4.028658767869253,25,540.0,0.2893838769052296,25,540.0
155.0,25,469.0,12.675675675675675,2.3192675949458876,25,665.0,0.14956732678422618,25,665.0
160.0,33,619.0,14.395348837209303,2.9667852910619574,33,815.0,0.13517427229151757,33,815.0
165.0,32,770.0,17.906976744186046,1.3932003014077727,32,966.0,0.009559819989424517,32,966.0
170.0,37,950.0,20.652173913043477,2.227216602100075,37,1146.0,0.1123102447732769,37,1146.0
175.0,34,867.0,19.266666666666666,1.297952096077283,34,1235.0,0.0341614358008517,34,1235.0
180.0,27,717.0,15.25531914893617,2.619172016402135,27,1215.0,0.09337521161872966,27,1215.0
185.0,22,719.0,13.566037735849056,5.244895090876522,22,1152.0,0.22765963557134286,22,1152.0
190.0,20,795.0,15.288461538461538,5.739242955606996,20,1122.0,0.27472966592747133,20,1122.0
195.0,21,897.0,18.306122448979593,5.37102576654671,21,1145.0,0.24197470048207367,21,1145.0
200.0,24,1014.0,20.28,5.907261662985715,24,1216.0,0.24941612278501443,24,1216.0
205.0,26,1141.0,24.804347826086957,5.6344018073191116,26,1337.0,0.19776827337999262,26,1337.0
210.0,20,809.0,18.386363636363637,4.385883037342483,20,1226.0,0.1701593750483111,20,1226.0
215.0,18,254.0,6.864864864864865,3.560456966213016,18,1104.0,0.15417662556936879,18,1104.0
220.0,11,55.0,1.1458333333333333,5.523258404667843,11,1084.0,0.30445952543285054,11,1084.0
225.0,20,135.0,3.0,4.504601523413541,20,1164.0,0.2452888803079783,20,1164.0
230.0,26,252.0,5.25,3.288933888361656,26,1281.0,0.13591618942561462,26,1281.0
235.0,36,426.0,9.26086956521739,1.935935030004497,36,1455.0,0.0636524183433943,36,1455.0
240.0,41,622.0,12.693877551020408,1.7733893228630144,41,1651.0,0.07514175178017328,41,1651.0
245.0,42,832.0,17.333333333333332,0.7560277451225051,42,1861.0,0.05795729188428384,42,1861.0
250.0,48,1058.0,20.346153846153847,0.8764816463645373,48,2087.0,0.06237061782600309,48,2087.0
255.0,46,1248.0,21.517241379310345,1.6673642555439192,46,2277.0,0.0988477949878616,46,2277.0
260.0,48,1302.0,21.0,2.2092247842560373,48,2424.0,0.1298537653084025,48,2424.0
265.0,39,1164.0,18.774193548387096,2.4456869171952054,39,2461.0,0.11255828325976838,39,2461.0
270.0,39,1199.0,18.166666666666668,3.6823955195734324,39,2473.0,0.12882812777742905,39,2473.0
275.0,34,1328.0,21.419354838709676,4.08975512617396,34,2510.0,0.1352096057633262,34,2510.0
280.0,34,1498.0,24.557377049180328,4.736698449290577,34,2574.0,0.2066645211936729,34,2574.0
285.0,36,1676.0,29.403508771929825,4.558659861894677,36,2715.0,0.18423994466563212,36,2715.0
290.0,36,1856.0,29.93548387096774,5.275069949944375,36,2885.0,0.24971116715540723,36,2885.0
295.0,34,1720.0,28.666666666666668,4.484386954940714,34,2716.0,0.20128864979826763,34,2716.0
300.0,26,1123.0,20.418181818181818,3.648179697288685,26,2245.0,0.17332388387396808,26,2245.0
305.0,24,535.0,9.553571428571429,3.439252209012005,24,2231.0,0.1388291870543367,24,2231.0
310.0,20,155.0,2.8181818181818183,4.223218221112983,20,2333.0,0.15999018185407962,20,2333.0
315.0,25,214.0,3.8214285714285716,3.40885168231797,25,2440.0,0.12751227275133808,25,2440.0
320.0,32,362.0,6.830188679245283,1.4779467509958935,32,2588.0,0.06293701746928208,32,2588.0
325.0,42,559.0,9.982142857142858,1.6467188633652536,42,2785.0,0.12189786125026951,42,2785.0
