step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
5.0,0,0.0,0.0,13.680088381299855,0,0.0,0.9581582519733566,0,0.0,0.0
10.0,0,0.0,0.0,11.51938517638674,0,0.0,0.8183493053703547,0,0.0,0.0
15.0,5,12.0,0.6666666666666666,6.927409409849614,5,12.0,0.36494026247543865,5,12.0,0.6666666666666666
20.0,6,34.0,1.8888888888888888,7.6527834105140995,6,34.0,0.43359487146745024,6,34.0,2.5
25.0,8,66.0,3.3,7.022477277555827,8,66.0,0.4326074547167895,8,66.0,3.85
30.0,8,106.0,5.3,6.292460513786012,8,106.0,0.3684631926159842,8,106.0,5.9
35.0,8,146.0,6.636363636363637,7.404821459227592,8,146.0,0.34875314107466615,8,146.0,7.181818181818182
40.0,4,104.0,3.7142857142857144,8.957586670028475,4,137.0,0.5500899739412151,4,137.0,6.892857142857143
45.0,6,127.0,4.703703703703703,8.615745984118737,6,127.0,0.5315897822196222,6,127.0,8.0
50.0,6,21.0,0.8076923076923077,6.536375053774905,6,87.0,0.3603554578239501,6,87.0,9.384615384615385
55.0,8,53.0,1.962962962962963,7.744448155393025,8,53.0,0.39184621338712333,8,53.0,10.222222222222221
60.0,5,30.0,1.25,7.663964324268238,5,62.0,0.3492836662448341,5,62.0,13.0
65.0,4,40.0,1.6,8.891497892382098,4,47.0,0.5113062102371666,4,47.0,13.16
70.0,4,60.0,2.727272727272727,9.914764855603861,4,60.0,0.46444124874265064,4,60.0,15.863636363636363
75.0,0,0.0,0.0,9.518497680786973,0,30.0,0.64796642993705,0,30.0,12.586206896551724
80.0,4,16.0,0.64,10.261155198220617,4,16.0,0.7010504365756853,4,16.0,15.24
85.0,1,2.0,0.07142857142857142,8.051325191572422,1,15.0,0.5239893063353273,1,15.0,14.035714285714286
90.0,8,35.0,1.4,8.344267474189667,8,35.0,0.4126028037081377,8,35.0,17.04
95.0,4,42.0,1.6153846153846154,7.95195085752666,4,52.0,0.44384347077342734,4,52.0,17.53846153846154
100.0,10,77.0,3.2083333333333335,7.295154659450276,10,77.0,0.3505682325171467,10,77.0,20.458333333333332
105.0,6,96.0,4.0,6.609765409545081,6,106.0,0.3908172290833525,6,106.0,22.125
110.0,8,132.0,5.076923076923077,8.842814900387005,8,132.0,0.5337295803398582,8,132.0,21.807692307692307
115.0,2,60.0,2.142857142857143,9.428270136906855,2,104.0,0.5529633822432013,2,104.0,21.25
120.0,6,80.0,3.2,8.339942062866541,6,80.0,0.4098951940652566,6,80.0,24.6
125.0,6,86.0,3.3076923076923075,7.938689052686304,6,95.0,0.39113614579658407,6,95.0,24.653846153846153
130.0,6,116.0,4.833333333333333,9.213147649959717,6,116.0,0.4617883676743242,6,116.0,27.958333333333332
135.0,3,102.0,4.25,9.364108310680626,3,120.0,0.512652636778222,3,120.0,28.875
140.0,6,127.0,6.0476190476190474,8.08406715423744,6,127.0,0.4037191763299814,6,127.0,34.19047619047619
145.0,5,143.0,5.958333333333333,7.638581183759146,5,148.0,0.45057735347510725,5,148.0,31.166666666666668
150.0,6,172.0,6.615384615384615,9.598509021640734,6,172.0,0.6067099812386386,6,172.0,29.884615384615383
155.0,3,142.0,5.461538461538462,8.544858317199317,3,158.0,0.49222528250021064,3,158.0,30.73076923076923
