step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
5.0,0,0.0,0.0,12.150131146231594,0,0.0,0.9042205833025153,0,0.0,0.0
10.0,0,0.0,0.0,12.599371587220368,0,0.0,0.9397700838844133,0,0.0,0.0
15.0,5,7.0,0.3888888888888889,7.815740653943359,5,7.0,0.48943722140573526,5,7.0,0.3888888888888889
20.0,8,42.0,2.3333333333333335,7.413595520086127,8,42.0,0.4063633252008227,8,42.0,2.3333333333333335
25.0,8,82.0,3.727272727272727,7.429997559715134,8,82.0,0.3988381137311315,8,82.0,3.727272727272727
30.0,10,129.0,6.45,6.783657815723425,10,129.0,0.3607382928588097,10,129.0,6.45
35.0,10,179.0,8.523809523809524,5.612891236637658,10,179.0,0.2447074994445057,10,179.0,8.523809523809524
40.0,12,235.0,9.038461538461538,6.6879733737131675,12,235.0,0.39795476260587925,12,235.0,9.038461538461538
45.0,8,177.0,6.321428571428571,6.193217116060912,8,229.0,0.43450160197152865,8,229.0,10.178571428571429
50.0,13,234.0,8.357142857142858,6.1717114267518705,13,234.0,0.32865995721385266,13,234.0,12.214285714285714
55.0,10,269.0,8.40625,6.233602796199348,10,280.0,0.2786620078905279,10,280.0,12.5625
60.0,11,320.0,11.428571428571429,6.287912594511914,11,320.0,0.23688116054080932,11,320.0,16.178571428571427
65.0,8,148.0,4.933333333333334,6.470744541591797,8,275.0,0.30595326881883833,8,275.0,16.8
70.0,8,138.0,5.3076923076923075,6.721322523678131,8,183.0,0.3132656980275785,8,183.0,20.73076923076923
75.0,8,136.0,3.7777777777777777,6.773966784049644,8,208.0,0.40334350902793575,8,208.0,16.13888888888889
80.0,8,172.0,5.212121212121212,8.712221103935903,8,221.0,0.5244017273885112,8,221.0,18.848484848484848
85.0,10,78.0,2.1666666666666665,7.251945002485219,10,124.0,0.38920010999532245,10,124.0,18.444444444444443
90.0,16,141.0,4.40625,5.554020813486716,16,187.0,0.23066877750039208,16,187.0,22.71875
95.0,13,102.0,3.1875,3.9410126223973347,13,194.0,0.17511730045702728,13,194.0,25.1875
100.0,14,143.0,4.612903225806452,5.674413266226757,14,171.0,0.2994867138303213,14,171.0,28.193548387096776
105.0,9,105.0,3.088235294117647,5.636660187105783,9,167.0,0.26971100197234016,9,167.0,27.441176470588236
110.0,7,97.0,2.6216216216216215,7.951219031770872,7,134.0,0.4408749027247583,7,134.0,26.243243243243242
115.0,8,136.0,4.25,8.931456492425042,8,140.0,0.5281485032144849,8,140.0,31.5625
120.0,8,176.0,5.67741935483871,7.62739053097919,8,178.0,0.34712440933123906,8,178.0,33.87096774193548
125.0,13,234.0,7.8,6.790419040673997,13,236.0,0.3425304942606161,13,236.0,36.93333333333333
130.0,8,120.0,4.444444444444445,4.762496659040219,8,214.0,0.243378722390474,8,214.0,43.18518518518518
135.0,11,158.0,5.642857142857143,6.6102871650793436,11,173.0,0.38413365172988695,11,173.0,43.464285714285715
