step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
5.0,0,0.0,0.0,12.655314680182045,0,0.0,0.9014850105818408,0,0.0,0.0
10.0,0,0.0,0.0,12.752702488108397,0,0.0,0.9081468044186511,0,0.0,0.0
15.0,4,7.0,0.3888888888888889,7.287954752088437,4,7.0,0.3964545383678371,4,7.0,0.3888888888888889
20.0,8,44.0,2.4444444444444446,7.367266337233679,8,44.0,0.4050616353023223,8,44.0,2.4444444444444446
25.0,9,85.0,4.25,6.651910221921447,9,85.0,0.39911081161779177,9,85.0,4.25
30.0,10,134.0,6.7,6.491530397261736,10,134.0,0.35214038701349626,10,134.0,6.7
35.0,10,184.0,8.0,7.0158967060207225,10,184.0,0.318255189739171,10,184.0,8.0
40.0,12,240.0,9.23076923076923,7.242608534943888,12,240.0,0.40998457208782124,12,240.0,9.23076923076923
45.0,8,182.0,6.7407407407407405,6.079819469745488,8,235.0,0.38678893089762345,8,235.0,10.74074074074074
50.0,13,240.0,8.275862068965518,6.771973716853956,13,240.0,0.33215978560228465,13,240.0,12.0
55.0,10,277.0,8.935483870967742,6.451986593838609,10,284.0,0.3029651897939614,10,284.0,13.096774193548388
60.0,10,327.0,13.08,6.152458501095531,10,327.0,0.2504054432493314,10,327.0,18.24
65.0,12,387.0,13.344827586206897,7.74833510247869,12,387.0,0.398429238485524,12,387.0,17.79310344827586
70.0,12,447.0,18.625,5.825820911443991,12,447.0,0.24988350076861668,12,447.0,24.0
75.0,14,514.0,15.117647058823529,7.305831483402668,14,514.0,0.412317192473401,14,514.0,18.91176470588235
80.0,8,256.0,8.258064516129032,7.477689659661571,8,446.0,0.46932057010581474,8,446.0,22.612903225806452
85.0,4,146.0,4.5625,7.394176108073399,4,274.0,0.5107591689397494,4,274.0,22.46875
90.0,11,25.0,0.78125,5.63780774338808,11,161.0,0.27673917892606864,11,161.0,23.5625
95.0,16,99.0,3.09375,4.29565265251498,16,227.0,0.1963555348420341,16,227.0,25.875
100.0,16,143.0,4.46875,4.5613233301959575,16,294.0,0.2267715900157559,16,294.0,28.5625
105.0,14,210.0,6.5625,4.98408740087043,14,341.0,0.27234287550946756,14,341.0,30.75
110.0,13,167.0,4.394736842105263,5.680704863162886,13,307.0,0.3235074527536382,13,307.0,27.763157894736842
115.0,10,142.0,3.8378378378378377,6.412358520319989,10,222.0,0.35622242913658864,10,222.0,29.91891891891892
120.0,12,153.0,4.25,4.916561350061468,12,261.0,0.23602993350817503,12,261.0,32.44444444444444
125.0,16,201.0,5.583333333333333,5.464309405565295,16,297.0,0.2617717197421519,16,297.0,34.30555555555556
130.0,10,93.0,2.5833333333333335,5.366701088032957,10,273.0,0.22633814496520605,10,273.0,36.19444444444444
135.0,15,142.0,3.8378378378378377,5.882757395109442,15,243.0,0.2480111755230293,15,243.0,36.945945945945944
140.0,16,111.0,3.264705882352941,5.002910076007769,16,250.0,0.23744045271177283,16,250.0,42.588235294117645
145.0,12,118.0,3.189189189189189,5.995261722580127,12,197.0,0.30074954461501546,12,197.0,40.810810810810814
150.0,12,92.0,2.3,6.981859348028547,12,188.0,0.4017506923741165,12,188.0,39.425
155.0,6,56.0,1.5555555555555556,6.396473351712479,6,158.0,0.28204820619050386,6,158.0,45.0
160.0,12,101.0,2.6578947368421053,7.295946592301681,12,152.0,0.3321914733493999,12,152.0,43.8421052631579
165.0,14,171.0,5.029411764705882,7.54536240583591,14,208.0,0.27179220722412056,14,208.0,51.05882352941177
170.0,11,138.0,4.0588235294117645,6.264192665517831,11,199.0,0.27774801148840184,11,199.0,52.970588235294116
175.0,14,203.0,7.0,6.044188816048284,14,224.0,0.25497752592431766,14,224.0,64.34482758620689
180.0,11,237.0,7.9,5.169820744059186,11,274.0,0.1981957246050876,11,274.0,64.36666666666666
185.0,12,296.0,9.548387096774194,7.043928870292676,12,318.0,0.3826090039050591,12,318.0,64.2258064516129
190.0,8,131.0,3.8529411764705883,6.5322722523569485,8,270.0,0.3194154088633862,8,270.0,60.029411764705884
195.0,8,96.0,3.0,6.963690768655695,8,165.0,0.33234093548078864,8,165.0,64.84375
200.0,8,110.0,3.4375,5.196329023088769,8,194.0,0.2500747898443582,8,194.0,66.25
205.0,13,169.0,5.451612903225806,6.474104249736174,13,238.0,0.28579793415062055,13,238.0,70.29032258064517
210.0,9,180.0,5.625,6.50888144731603,9,236.0,0.3019061668540844,9,236.0,70.0
215.0,11,218.0,8.074074074074074,6.796257106917239,11,229.0,0.31320062154160316,11,229.0,84.77777777777777
220.0,7,228.0,6.162162162162162,7.230900514992782,7,249.0,0.4069170198083519,7,249.0,63.13513513513514
225.0,8,266.0,8.06060606060606,8.914400286150757,8,269.0,0.5315810564890096,8,269.0,72.03030303030303
230.0,11,309.0,8.82857142857143,7.05602179646999,11,309.0,0.31805116574424874,11,309.0,69.14285714285714
235.0,16,385.0,12.419354838709678,6.535795048885421,16,385.0,0.2518729858034842,16,385.0,80.51612903225806
240.0,12,263.0,8.766666666666667,4.334339221370682,12,369.0,0.20854468443608118,12,369.0,85.53333333333333
245.0,14,309.0,11.035714285714286,5.752659038888571,14,325.0,0.29462271337728674,14,325.0,93.85714285714286
250.0,10,347.0,10.84375,6.799659831987267,10,357.0,0.32375661701812236,10,357.0,84.0
255.0,12,401.0,11.794117647058824,8.018584883364214,12,401.0,0.4161870317355309,12,401.0,80.6470588235294
260.0,8,196.0,5.764705882352941,7.701099224387555,8,253.0,0.43838778380740845,8,253.0,82.11764705882354
265.0,14,251.0,7.84375,6.132293136793244,14,251.0,0.2844289471768249,14,251.0,88.96875
270.0,14,306.0,9.5625,5.084359726265519,14,316.0,0.2770498180332774,14,316.0,91.34375
275.0,16,378.0,13.03448275862069,5.313959998215912,16,378.0,0.18028323739376986,16,378.0,103.27586206896552
280.0,10,156.0,4.588235294117647,7.3953273883474875,10,332.0,0.383195580572089,10,332.0,90.08823529411765
285.0,7,84.0,3.0,7.196670354286581,7,136.0,0.3400235785596844,7,136.0,110.60714285714286
290.0,6,98.0,2.7222222222222223,7.133808376590212,6,158.0,0.42780219267741687,6,158.0,86.91666666666667
295.0,10,138.0,4.0588235294117645,8.293470445027538,10,190.0,0.49825497830265514,10,190.0,93.20588235294117
300.0,7,55.0,1.71875,6.64300871510539,7,169.0,0.34747625853544056,7,169.0,100.375
305.0,11,105.0,3.3870967741935485,6.164091329122383,11,157.0,0.28539644865005914,11,157.0,105.2258064516129
310.0,11,150.0,4.838709677419355,5.994311719410666,11,210.0,0.25770305901459495,11,210.0,107.29032258064517
315.0,13,211.0,6.806451612903226,6.8061523568218485,13,263.0,0.2837454952100461,13,263.0,109.25806451612904
320.0,13,276.0,9.2,7.038921573527768,13,328.0,0.3003186425118279,13,328.0,115.06666666666666
325.0,15,343.0,10.71875,6.9627805069749025,15,395.0,0.33975575086590387,15,395.0,109.96875
330.0,15,418.0,14.413793103448276,6.406019832989886,15,470.0,0.35592468009108197,15,470.0,123.93103448275862
335.0,10,232.0,7.483870967741935,5.903874617672579,10,412.0,0.30145438413522263,10,412.0,118.0
340.0,8,124.0,4.133333333333334,7.145860539822425,8,273.0,0.3708089579400008,8,273.0,123.3
345.0,5,101.0,3.15625,6.538272590555696,5,198.0,0.3025611739976855,5,198.0,116.625
350.0,14,155.0,5.166666666666667,5.779326539491138,14,235.0,0.21733672028817264,14,235.0,126.2
355.0,12,169.0,5.633333333333334,5.276861244422724,12,277.0,0.2482772796334916,12,277.0,128.5
360.0,10,215.0,8.26923076923077,5.532740211635272,10,300.0,0.2158326218738342,10,300.0,150.23076923076923
365.0,12,273.0,7.378378378378378,8.56196892615985,12,353.0,0.4550974695305041,12,353.0,107.13513513513513
370.0,12,333.0,10.40625,7.383955922874579,12,413.0,0.3890019470384766,12,413.0,125.75
375.0,16,407.0,11.970588235294118,5.403352110047796,16,487.0,0.2225632014705332,16,487.0,120.52941176470588
380.0,16,332.0,11.066666666666666,4.536360135179092,16,424.0,0.21784869459935022,16,424.0,139.5
385.0,18,416.0,12.606060606060606,5.002146646453028,18,496.0,0.26233395047075553,18,496.0,129.36363636363637
390.0,15,254.0,7.9375,4.8237503257791285,15,450.0,0.2431985169489726,15,450.0,136.03125
395.0,10,105.0,3.28125,5.0882631489782355,10,230.0,0.23435646028477974,10,230.0,137.8125
400.0,8,108.0,2.8421052631578947,6.818023876062129,8,260.0,0.38405108649751396,8,260.0,117.34210526315789
