step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
5.0,0,0.0,0.0,12.46484877810414,0,0.0,0.9004921971999394,0,0.0,0.0
10.0,0,0.0,0.0,11.227019766088725,0,0.0,0.8269788778519729,0,0.0,0.0
15.0,6,12.0,0.6666666666666666,6.891115167429406,6,12.0,0.42822795124624713,6,12.0,0.6666666666666666
20.0,6,37.0,2.0555555555555554,7.786030954755071,6,37.0,0.4724280279774176,6,37.0,2.4444444444444446
25.0,10,71.0,3.0869565217391304,6.235007602355764,10,71.0,0.34176303325942836,10,71.0,3.391304347826087
30.0,8,109.0,5.45,5.581288876977999,8,111.0,0.3619850643815041,8,111.0,6.2
35.0,8,149.0,6.7727272727272725,6.867413635043908,8,149.0,0.3622667403340135,8,149.0,7.454545454545454
40.0,10,197.0,7.035714285714286,8.184618535172572,10,197.0,0.44584515707942873,10,197.0,7.571428571428571
45.0,6,125.0,4.62962962962963,6.36103333652739,6,179.0,0.4170981230075505,6,179.0,9.333333333333334
50.0,12,174.0,6.6923076923076925,6.733059147323387,12,174.0,0.3526130950669657,12,174.0,11.576923076923077
55.0,6,49.0,1.6333333333333333,7.027598690078704,6,143.0,0.3326203963481892,6,143.0,11.633333333333333
60.0,8,66.0,2.4444444444444446,7.5933703728185415,8,82.0,0.31640428769673945,8,82.0,14.148148148148149
65.0,8,27.0,0.9642857142857143,6.429809640563986,8,91.0,0.3098586681701071,8,91.0,15.107142857142858
70.0,4,30.0,1.25,7.722739538751391,4,67.0,0.4263826175032093,4,67.0,18.625
75.0,5,51.0,1.5,9.80424503306936,5,69.0,0.6037432105224416,5,69.0,13.764705882352942
80.0,6,81.0,2.7,10.307831577893893,6,97.0,0.6156731448719918,6,97.0,16.6
85.0,1,1.0,0.03333333333333333,7.497837159454482,1,60.0,0.4371666105661687,1,60.0,17.233333333333334
90.0,9,35.0,1.3461538461538463,7.622401085122137,9,36.0,0.3852599523274649,9,36.0,21.23076923076923
95.0,8,63.0,2.25,6.356110773388309,8,74.0,0.28857446168521256,8,74.0,21.428571428571427
100.0,10,108.0,4.153846153846154,7.366293694634701,10,109.0,0.38371756557314385,10,109.0,24.807692307692307
105.0,8,119.0,4.25,7.882901020466926,8,120.0,0.3856080092366096,8,120.0,24.607142857142858
