step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
5.0,0,0.0,0.0,13.34048967747727,0,0.0,0.9306678290192711,0,0.0,0.0
10.0,0,0.0,0.0,11.689171610249973,0,0.0,0.8272368706987264,0,0.0,0.0
15.0,2,3.0,0.16666666666666666,6.881807014560733,2,3.0,0.4301914195611016,2,3.0,0.16666666666666666
20.0,8,36.0,2.0,6.836720114632845,8,36.0,0.3760671527957949,8,36.0,2.0
25.0,4,37.0,1.85,5.511109406683905,4,50.0,0.34197444837083607,4,50.0,3.3
30.0,10,77.0,3.85,5.849142920239549,10,77.0,0.3267185967955477,10,77.0,5.3
35.0,6,64.0,2.6666666666666665,6.166171989445818,6,90.0,0.3463839141209003,6,90.0,6.208333333333333
40.0,5,81.0,3.1153846153846154,7.935969934087618,5,86.0,0.47526657640303815,5,86.0,6.576923076923077
45.0,6,111.0,3.7,9.601149497985249,6,111.0,0.5379836345983487,6,111.0,6.7
50.0,5,10.0,0.35714285714285715,7.421675308405258,5,74.0,0.3864363464809577,5,74.0,8.178571428571429
55.0,6,32.0,1.2307692307692308,7.810828672898342,6,32.0,0.4108397049887773,6,32.0,9.846153846153847
60.0,6,39.0,1.625,7.257408701421247,6,52.0,0.34001203395026325,6,52.0,12.125
65.0,9,76.0,2.814814814814815,6.809087959663032,9,76.0,0.3121947729361516,9,76.0,12.148148148148149
70.0,6,35.0,1.5909090909090908,6.3823851170260095,6,84.0,0.32932073428402847,6,84.0,17.0
75.0,4,29.0,0.9666666666666667,8.845872622283833,4,50.0,0.5641933759102923,4,50.0,12.966666666666667
80.0,4,49.0,1.6333333333333333,11.27226503556445,4,49.0,0.722222054521757,4,49.0,13.633333333333333
85.0,7,77.0,2.40625,7.088373866120077,7,77.0,0.3650271430254131,7,77.0,13.65625
90.0,16,143.0,5.296296296296297,5.03126745715291,16,143.0,0.2497237385844321,16,143.0,18.62962962962963
95.0,12,188.0,6.962962962962963,3.5775795825453334,12,200.0,0.2308360674136819,12,200.0,21.22222222222222
100.0,18,267.0,9.206896551724139,4.891434374377639,18,267.0,0.23221732375072215,18,267.0,22.482758620689655
105.0,12,238.0,7.4375,4.198357734795294,12,305.0,0.18929365103062235,12,305.0,22.8125
110.0,10,247.0,7.264705882352941,6.321694671106814,10,292.0,0.3940355274848839,10,292.0,23.058823529411764
115.0,10,58.0,1.6111111111111112,6.247323826249545,10,240.0,0.3545929307071211,10,240.0,23.11111111111111
120.0,11,49.0,1.4411764705882353,5.941160235919848,11,144.0,0.30041857717859555,11,144.0,25.676470588235293
125.0,13,51.0,1.4166666666666667,4.379591785766796,13,165.0,0.17958330494114771,13,165.0,25.916666666666668
130.0,10,57.0,1.6764705882352942,5.990114206600993,10,170.0,0.29642291237921314,10,170.0,29.352941176470587
135.0,12,113.0,3.138888888888889,7.273689127988926,12,177.0,0.3181793215091399,12,177.0,29.27777777777778
140.0,8,85.0,2.5,5.9975277283845,8,167.0,0.2871844354122667,8,167.0,32.529411764705884
145.0,10,111.0,3.1714285714285713,5.954135554384207,10,141.0,0.3468919319179869,10,141.0,32.8
150.0,14,79.0,2.0789473684210527,6.244082010684814,14,155.0,0.38000211789621813,14,155.0,31.86842105263158
155.0,17,159.0,4.416666666666667,5.099325305637013,17,189.0,0.25349766956797026,17,189.0,35.861111111111114
160.0,17,147.0,3.8684210526315788,3.8891524733894434,17,235.0,0.19354166015941837,17,235.0,36.39473684210526
165.0,14,107.0,3.057142857142857,3.719514791439796,14,242.0,0.13928642278078757,14,242.0,41.77142857142857
170.0,13,138.0,3.45,4.927344929864506,13,288.0,0.2311213865092735,13,288.0,38.1
175.0,20,227.0,6.305555555555555,3.4096360223203255,20,364.0,0.11016917553454905,20,364.0,44.80555555555556
180.0,21,282.0,7.421052631578948,3.3303638749122335,21,426.0,0.13911477042083814,21,426.0,45.39473684210526
185.0,16,299.0,7.475,4.609921425137044,16,424.0,0.23008997031151898,16,424.0,45.35
190.0,12,346.0,7.863636363636363,7.027531670171988,12,408.0,0.32993999542041247,12,408.0,42.72727272727273
195.0,12,165.0,3.9285714285714284,5.007340510846724,12,366.0,0.21257901445775063,12,366.0,46.23809523809524
200.0,14,135.0,3.375,4.787976492850735,14,273.0,0.2413657701063237,14,273.0,50.1
