step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
5.0,0,0.0,0.0,12.700421969117022,0,0.0,0.9263572559349581,0,0.0,0.0
10.0,0,0.0,0.0,12.053111954457117,0,0.0,0.8873506814162647,0,0.0,0.0
15.0,2,5.0,0.2777777777777778,6.681408608213871,2,5.0,0.3976236063274897,2,5.0,0.2777777777777778
20.0,9,44.0,2.4444444444444446,6.512158554061927,9,44.0,0.361460938166848,9,44.0,2.4444444444444446
25.0,8,66.0,3.0,4.633961060010164,8,72.0,0.3265000647500307,8,72.0,3.8181818181818183
30.0,8,106.0,5.0476190476190474,6.761730104055136,8,106.0,0.39548245737424204,8,106.0,5.904761904761905
35.0,5,82.0,3.28,7.25435312091258,5,101.0,0.4010054824764075,5,101.0,6.2
40.0,9,120.0,4.615384615384615,8.348274985825402,9,120.0,0.46333914588577163,9,120.0,7.423076923076923
45.0,4,121.0,4.172413793103448,7.528549688275662,4,142.0,0.4476580621313723,4,142.0,7.862068965517241
50.0,9,149.0,5.518518518518518,6.874154788189141,9,149.0,0.373492565040081,9,149.0,9.481481481481481
55.0,5,27.0,0.9310344827586207,6.977602501476774,5,113.0,0.37998474079427236,5,113.0,10.241379310344827
60.0,8,44.0,1.76,7.436823731098831,8,56.0,0.3539843242407431,8,56.0,13.04
65.0,9,44.0,1.5714285714285714,6.499010121045287,9,79.0,0.2904702763030013,9,79.0,13.071428571428571
70.0,6,70.0,3.0434782608695654,7.21544287083144,6,87.0,0.3520530320698425,6,87.0,17.26086956521739
75.0,5,28.0,0.8235294117647058,7.4826370949564796,5,69.0,0.451871064683144,5,69.0,12.5
80.0,10,69.0,2.3,8.369343244331107,10,86.0,0.5066308950687323,10,86.0,15.533333333333333
