step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,12.237421976316048,0,0.0,0.889607282012738,0,0.0
10.0,0,0.0,0.0,11.562450337882396,0,0.0,0.8495406435691265,0,0.0
15.0,6,10.0,0.5555555555555556,5.482761062922631,6,10.0,0.358689685371999,6,10.0
20.0,10,58.0,3.2222222222222223,5.3029073393196775,10,58.0,0.3494275276341295,10,58.0
25.0,10,86.0,3.739130434782609,5.230378847436373,10,86.0,0.318430086687031,10,86.0
30.0,12,146.0,6.636363636363637,4.9796246192209965,12,146.0,0.2290537223404283,12,146.0
35.0,12,134.0,5.153846153846154,5.299184588172911,12,168.0,0.2765874471570232,12,168.0
40.0,14,199.0,6.862068965517241,6.079282688088964,14,199.0,0.3495100756826801,14,199.0
45.0,10,107.0,3.34375,5.979481222269383,10,205.0,0.355941465047654,10,205.0
50.0,6,38.0,1.2666666666666666,5.756775902993588,6,142.0,0.3107508121045764,6,142.0
55.0,8,61.0,1.7941176470588236,6.666173489412522,8,135.0,0.35723631184181637,8,135.0
60.0,14,121.0,4.033333333333333,3.08192073292999,14,195.0,0.11476529621725094,14,195.0
65.0,18,127.0,3.96875,3.121658671329751,18,235.0,0.20476257180723784,18,235.0
70.0,20,225.0,7.03125,3.6931367517066693,20,299.0,0.13203532192915313,20,299.0
75.0,20,244.0,5.545454545454546,6.374891781318036,20,359.0,0.3394254734624855,20,359.0
80.0,20,344.0,8.6,5.776011828466081,20,418.0,0.27464472739318035,20,418.0
85.0,18,284.0,6.761904761904762,4.111098839826437,18,434.0,0.2261534684353078,18,434.0
90.0,19,180.0,4.7368421052631575,3.50635537736995,19,386.0,0.1435928509333393,19,386.0
95.0,12,77.0,1.8333333333333333,4.553686594443602,12,453.0,0.22405673709601232,12,453.0
100.0,16,128.0,3.2,2.708493490139058,16,525.0,0.12535951509283844,16,525.0
105.0,18,171.0,4.071428571428571,3.1398095777538075,18,582.0,0.19142267262192286,18,582.0
110.0,26,285.0,6.195652173913044,3.379749701642435,26,684.0,0.1424105924383719,26,684.0
115.0,28,320.0,6.666666666666667,4.050738851922074,28,771.0,0.19248641066965072,28,771.0
120.0,30,470.0,10.217391304347826,3.317498553249746,30,869.0,0.1034523278392927,30,869.0
125.0,30,458.0,9.74468085106383,2.9555586820156736,30,909.0,0.08646470570139678,30,909.0
130.0,25,335.0,7.444444444444445,3.4610738976381494,25,830.0,0.11884780796516822,25,830.0
135.0,19,249.0,5.533333333333333,4.992988002254476,19,638.0,0.17429765961729904,19,638.0
140.0,9,110.0,2.619047619047619,6.991233638881742,9,479.0,0.2924914695099883,9,479.0
145.0,8,94.0,2.292682926829268,7.279871431568038,8,511.0,0.4402709462252669,8,511.0
150.0,15,152.0,3.619047619047619,5.530526279551948,15,569.0,0.3594441278119683,15,569.0
155.0,17,116.0,2.697674418604651,3.033675053446964,17,590.0,0.2157038557016642,17,590.0
160.0,27,214.0,4.36734693877551,3.046773190006782,27,634.0,0.12250773551792643,27,634.0
165.0,31,352.0,7.183673469387755,2.7878269707089145,31,771.0,0.054641564353782646,31,771.0
170.0,37,523.0,10.057692307692308,2.2694633361806984,37,942.0,0.05668119827849152,37,942.0
175.0,41,724.0,15.404255319148936,1.3818496588220133,41,1143.0,0.04453865539576196,41,1143.0
180.0,43,935.0,19.893617021276597,1.029820119283557,43,1354.0,0.020189882174231455,43,1354.0
185.0,37,914.0,17.245283018867923,2.5228662608979477,37,1420.0,0.1276272409421264,37,1420.0
190.0,28,733.0,14.66,3.1389162724228368,28,1327.0,0.1473659856593288,28,1327.0
195.0,25,599.0,11.51923076923077,4.488052880396412,25,1104.0,0.15223722760048128,25,1104.0
200.0,10,148.0,3.0833333333333335,4.3459185692276545,10,1079.0,0.20421755913897552,10,1079.0
205.0,12,66.0,1.4666666666666666,5.134755083353469,12,992.0,0.2253057713040978,12,992.0
210.0,17,103.0,2.239130434782609,4.3002237688171485,17,955.0,0.17667119912086837,17,955.0
215.0,11,116.0,2.577777777777778,3.950499338596812,11,809.0,0.15477682315351562,11,809.0
220.0,15,159.0,3.0,5.067694662156466,15,772.0,0.26103550128001557,15,772.0
225.0,17,222.0,4.44,3.6099335895889113,17,845.0,0.2182427826362708,17,845.0
230.0,20,148.0,3.020408163265306,2.0754382287248756,20,867.0,0.13435186143567682,20,867.0
