step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.677512753880876,0,0.0,0.9672709828159586,0,0.0
10.0,0,0.0,0.0,12.14306383990508,0,0.0,0.8593021695113356,0,0.0
15.0,4,8.0,0.4444444444444444,7.009016520303767,4,8.0,0.4153274415244426,4,8.0
20.0,9,47.0,2.611111111111111,6.7163431508600215,9,47.0,0.35743164710859165,9,47.0
25.0,12,98.0,4.666666666666667,3.7052334255730153,12,98.0,0.2647861009086269,12,98.0
30.0,11,111.0,5.285714285714286,4.213188839937193,11,135.0,0.29677972346150666,11,135.0
35.0,13,168.0,6.72,4.293223309542554,13,168.0,0.18124829052990976,13,168.0
40.0,11,157.0,5.064516129032258,5.572303429131618,11,192.0,0.31348806516012573,11,192.0
45.0,15,220.0,7.096774193548387,6.104060917700939,15,220.0,0.34315281207499965,15,220.0
50.0,17,297.0,9.0,5.517451143761739,17,297.0,0.2551366508758567,17,297.0
55.0,21,390.0,12.1875,4.206745269421682,21,390.0,0.1913729580503034,21,390.0
60.0,19,473.0,15.258064516129032,2.6244546670821567,19,473.0,0.05557327161479899,19,473.0
65.0,23,584.0,17.176470588235293,4.130612222335091,23,584.0,0.18955028305780391,23,584.0
70.0,19,400.0,12.121212121212121,3.1144497754950713,19,587.0,0.09199076512994679,19,587.0
75.0,12,146.0,3.5609756097560976,6.2721746811241115,12,441.0,0.3652736588614478,12,441.0
80.0,7,46.0,1.1219512195121952,6.375518595843156,7,440.0,0.3328988350795119,7,440.0
85.0,9,47.0,1.119047619047619,4.897423379304149,9,478.0,0.2599025618320392,9,478.0
90.0,18,126.0,3.230769230769231,3.032806348068936,18,557.0,0.13900209713637895,18,557.0
95.0,19,153.0,3.731707317073171,2.726083390678031,19,556.0,0.15702728963080745,19,556.0
100.0,17,154.0,3.7560975609756095,3.3011619885747683,17,473.0,0.13419929723568513,17,473.0
105.0,16,186.0,4.133333333333334,4.225569929631472,16,526.0,0.18656715294731166,16,526.0
110.0,17,222.0,4.826086956521739,2.984516868640464,17,599.0,0.1890073154032659,17,599.0
115.0,23,326.0,7.086956521739131,2.6348450595904356,23,704.0,0.1947633202990055,23,704.0
120.0,25,381.0,7.9375,1.4363779512942332,25,733.0,0.09565727129583514,25,733.0
125.0,26,412.0,7.923076923076923,2.950777986937758,26,704.0,0.12647002434278984,26,704.0
130.0,23,470.0,8.703703703703704,3.8540516134398577,23,659.0,0.0966065841104624,23,659.0
135.0,22,549.0,10.358490566037736,5.23242213543896,22,702.0,0.22231011415506677,22,702.0
140.0,17,515.0,10.510204081632653,4.661935219908108,17,671.0,0.2127860546849568,17,671.0
145.0,25,621.0,12.176470588235293,4.027341661670399,25,777.0,0.24126888229542495,25,777.0
150.0,30,762.0,13.854545454545455,3.16900571779681,30,918.0,0.2085130146764993,30,918.0
155.0,32,856.0,16.150943396226417,1.5500275825174878,32,1033.0,0.1049551209964369,32,1033.0
160.0,35,940.0,15.932203389830509,2.423656732712389,35,1110.0,0.10167611982288134,35,1110.0
165.0,33,1038.0,17.593220338983052,2.403813553640307,33,1251.0,0.05738079681148802,33,1251.0
170.0,34,1160.0,19.016393442622952,2.1531302191168904,34,1416.0,0.0880717173263702,34,1416.0
175.0,34,806.0,13.89655172413793,1.5999372901479247,34,1391.0,0.07597139523006875,34,1391.0
180.0,32,516.0,8.6,2.107068877094778,32,1222.0,0.07250600258462833,32,1222.0
185.0,34,639.0,9.681818181818182,4.015585727657481,34,1051.0,0.15859028403806724,34,1051.0
190.0,39,823.0,12.469696969696969,3.3656132403299335,39,1120.0,0.11999607136917002,39,1120.0
195.0,46,875.0,13.461538461538462,2.2887971074666824,46,1245.0,0.050028230238839115,46,1245.0
200.0,40,841.0,13.564516129032258,2.8973318411755473,40,1290.0,0.08030681406021559,40,1290.0
205.0,32,433.0,7.216666666666667,2.848204922610323,32,1309.0,0.1008928924109777,32,1309.0
210.0,23,255.0,4.553571428571429,3.528480466173378,23,1138.0,0.13487176948740603,23,1138.0
215.0,19,140.0,2.5925925925925926,2.7279223966693706,19,1173.0,0.07478964949984168,19,1173.0
220.0,26,235.0,3.9166666666666665,4.017225706221632,26,1207.0,0.19972787560772265,26,1207.0
225.0,33,383.0,6.491525423728813,3.8083112003439443,33,1333.0,0.14465777509378178,33,1333.0
230.0,36,493.0,8.35593220338983,2.370474760003991,36,1427.0,0.07171349684342107,36,1427.0
235.0,42,694.0,13.09433962264151,2.251156637352373,42,1550.0,0.06980043020101272,42,1550.0
240.0,36,684.0,12.90566037735849,2.684316628018704,36,1594.0,0.03033800614488423,36,1594.0
245.0,29,535.0,10.918367346938776,3.3393806735091194,29,1402.0,0.10196743349984458,29,1402.0
250.0,20,374.0,7.957446808510638,3.7559702039178426,20,1482.0,0.13151842073866576,20,1482.0
255.0,14,189.0,4.0212765957446805,4.153500571696898,14,1549.0,0.1969715334248184,14,1549.0
260.0,15,141.0,3.0652173913043477,4.18568151091648,15,1603.0,0.2017329350684183,15,1603.0
265.0,23,240.0,4.8979591836734695,3.072904366038595,23,1703.0,0.13729919174741403,23,1703.0
270.0,26,267.0,5.804347826086956,2.0570593536086936,26,1671.0,0.07246507048200311,26,1671.0
275.0,23,244.0,5.083333333333333,3.266649882156544,23,1483.0,0.08572044918711667,23,1483.0
280.0,18,207.0,4.404255319148936,4.244357061280182,18,1422.0,0.1573928136348278,18,1422.0
285.0,15,186.0,4.428571428571429,3.9100406125325926,15,1496.0,0.14848614935297427,15,1496.0
290.0,17,222.0,4.723404255319149,4.868465837583344,17,1572.0,0.27022146088467813,17,1572.0
295.0,22,297.0,6.319148936170213,3.574718167283696,22,1647.0,0.22227260682962646,22,1647.0
300.0,28,425.0,8.854166666666666,2.034535847366952,28,1776.0,0.07765220075742561,28,1776.0
305.0,39,597.0,11.48076923076923,1.9689127173575378,39,1952.0,0.04272438861775782,39,1952.0
310.0,38,632.0,12.64,1.924756292585758,38,1950.0,0.05660564758429063,38,1950.0
315.0,30,548.0,11.183673469387756,2.9311999114712495,30,1745.0,0.10804999048751747,30,1745.0
320.0,22,496.0,10.333333333333334,4.91453323685623,22,1353.0,0.17082349835584584,22,1353.0
325.0,16,399.0,8.48936170212766,4.668825568086666,16,1440.0,0.21966420301450493,16,1440.0
330.0,18,385.0,8.75,3.929206989895258,18,1522.0,0.2396570748895369,18,1522.0
335.0,25,498.0,10.826086956521738,2.237854760019705,25,1635.0,0.13705188539056815,25,1635.0
340.0,29,559.0,10.75,1.7444793584230103,29,1579.0,0.09293902533441946,29,1579.0
345.0,26,587.0,11.075471698113208,2.2912302657634434,26,1369.0,0.07442406522262619,26,1369.0
350.0,25,632.0,11.087719298245615,3.1297414462050788,25,1415.0,0.10622683903947504,25,1415.0
355.0,28,721.0,13.865384615384615,2.4885291117512502,28,1554.0,0.0942856781350082,28,1554.0
360.0,27,451.0,9.02,1.9964457020154398,27,1434.0,0.07689154947175686,27,1434.0
365.0,33,602.0,10.379310344827585,2.937252441334001,33,1472.0,0.16603666523280186,33,1472.0
370.0,33,666.0,11.1,2.401965557571621,33,1466.0,0.11644993481282731,33,1466.0
375.0,35,703.0,11.524590163934427,2.8241454491999542,35,1347.0,0.11330965617174857,35,1347.0
380.0,30,363.0,6.05,3.216731787400498,30,1252.0,0.0926785068384094,30,1252.0
385.0,18,124.0,2.2142857142857144,3.787817977553928,18,1126.0,0.1624632800232627,18,1126.0
390.0,14,117.0,2.1272727272727274,3.9723576836325574,14,990.0,0.1605201168719891,14,990.0
395.0,16,141.0,2.611111111111111,3.46673761077181,16,846.0,0.10294518898932209,16,846.0
400.0,14,168.0,2.896551724137931,4.543197545761908,14,741.0,0.21159870493773714,14,741.0
405.0,12,201.0,3.5892857142857144,4.827870711110753,12,697.0,0.20409257160167388,12,697.0
410.0,16,229.0,4.2407407407407405,3.7652977346074374,16,653.0,0.1422235531419658,16,653.0
415.0,18,285.0,5.277777777777778,3.9148365076504397,18,592.0,0.14666178075131328,18,592.0
420.0,12,162.0,3.1153846153846154,3.0305764740496475,12,578.0,0.09943206458547552,12,578.0
425.0,18,216.0,4.235294117647059,3.507039322985277,18,541.0,0.12598022722927443,18,541.0
